FORMA|LEMMA|ETIMO|LANG|POS|FUNCT||ADPTYPE|ADVTYPE|ADVTYPE2|CASE|DEGREE|DETERTYPE|GENDER|MOOD|MWES|NUMBER|NUMTYPE|PARTTYPE|PERSON|PRONTYPE|PROPERTY|TENSE|VERBFORM|VOICE|g|h|p|v
sacrefier|sacrefiier|SACRIFICARE||verb||||||||||inf|||||||intr|pres|ind||g||p|v
sacrefiéz|sacrefiier|SACRIFICARE||verb|compTens||||||||masc|part|mwes|sing||||||past|ind||g||p|v
sacrifices|sacrefise|SACRIFICIUM||noun||||||acc|||masc|||sing|||||||||g||p|v
saillent|salir1|SALIRE||verb||||||||||sub||plur|||3||intr|pres|fin||g||p|v
sailleront|salir1|SALIRE||verb||||||||||||plur|||3||intr|fut|ind||g||p|v
saillirent|salir1|SALIRE||verb||||||||||||plur|||3||intr|past|ind||g||p|v
sailli|salir1|SALIRE||verb||||||||||||sing|||3||intr|past|ind||g||p|v
sailloit|salir1|SALIRE||verb||||||||||imp||sing|||3||intr||ind||g||p|v
sairement|sairement|SACRAMENTUM||noun||||||acc|||masc|||sing|||||||||g||p|v
saisies|saisir|*SAZJAN||verb|compTens||||||||fem|part|mwes|plur||||||past|ind||g||p|v
saisirons|saisir|*SAZJAN||verb||||||||||||plur|||1||trans|fut|ind|act|g||p|v
saison|saison|SATIO||noun|||||||||fem|||sing|||||||||g||p|v
sai|savoir|SAPERE||verb||||||||||||sing|||1||trans|pres|ind|act|g||p|v
sajement|sagement|SAPIDUS||adverb||||man|||||||||||||||||g||p|v
sajes|sage|SAPIDUS||adjective||||||acc|||masc|||sing|||||||||g||p|v
sajes|sage|SAPIDUS||adjective||||||nom|||masc|||plur|||||||||g||p|v
sajes|sage|SAPIDUS||adjective||||||acc|||masc|||plur|||||||||g||p|v
saje|sage|SAPIDUS||adjective||||||acc|||masc|||sing|||||||||g||p|v
saje|sage|SAPIDUS||adjective||||||nom|||neut|||sing|||||||||g||p|v
saje|sage|SAPIDUS||adjective|||||||||fem|||sing|||||||||g||p|v
saje|sage|SAPIDUS||adjective||||||nom|||masc|||sing|||||||||g||p|v
sala|sale1|*SAL||noun|||||||||fem|||sing|||||||||g||p|v
salee|saler|SAL||verb|Adj||||||||fem|part||sing||||||past|ind||g||p|v
salemine|Salemine|||propernoun|||||||||fem|||sing|||||||||g||p|v
salemon|Salomon|||propernoun||||||acc|||masc|||sing|||||||||g||p|v
salemon|Salomon|||propernoun||||||nom|||masc|||sing|||||||||g||p|v
sale|sale1|*SAL||noun|||||||||fem|||sing|||||||||g||p|v
salua|salüer|SALUTARE||verb||||||||||||sing|||3||trans|past|ind|act|g||p|v
saluste|Saluste|||propernoun||||||nom|||masc|||sing|||||||||g||p|v
salu|salu|SALUS||noun||||||acc|||masc|||sing|||||||||g||p|v
sanc|sanc|SANGUIS||noun||||||nom|||masc|||sing|||||||||g||p|v
sans|sans|SINE||adposition|||||||||||||||||||||g||p|v
sanz|sans|SINE||adposition|||||||||||||||||||||g||p|v
san|sans|SINE||adposition|||||||||||||||||||||g||p|v
sauvee|sauver|SALVARE||verb|compPass||||||||fem|part|mwes|sing||||||past|ind||g||p|v
sauver|sauver|SALVARE||verb||||||||||inf|||||||trans|pres|ind|act|g||p|v
sauveté|sauveté|SALVUS||noun|||||||||fem|||sing|||||||||g||p|v
savoient|savoir|SAPERE||verb||||||||||imp||plur|||3||trans||ind|act|g||p|v
savoir|savoir|SAPERE||verb||||||||||inf|||||||trans|pres|ind|act|g||p|v
savoir|savoir|SAPERE||verb|Noun|||||||||inf||||||||pres|ind||g||p|v
savoit|savoir|SAPERE||verb||||||||||imp||sing|||3||trans||ind|act|g||p|v
savoit|savoir|SAPERE||verb||||||||||imp||sing|||3||intr||ind||g||p|v
savoit|savoir|SAPERE||verb|auxMod|||||||||imp||sing|||3||||ind||g||p|v
savons|savoir|SAPERE||verb||||||||||||sing|||1||trans|pres|ind|act|g||p|v
savra|savoir|SAPERE||verb|auxMod|||||||||||sing|||3|||fut|ind||g||p|v
savra|savoir|SAPERE||verb||||||||||||sing|||3||trans|fut|ind|act|g||p|v
savroient|savoir|SAPERE||verb||||||||||cnd||plur|||3||trans|pres|fin|act|g||p|v
savroie|savoir|SAPERE||verb||||||||||cnd||sing|||1||trans|pres|fin|act|g||p|v
savront|savoir|SAPERE||verb|auxMod|||||||||||plur|||3|||fut|ind||g||p|v
savront|savoir|SAPERE||verb||||||||||||sing|||3||trans|fut|ind|act|g||p|v
savrés|savoir|SAPERE||verb||||||||||||plur|||2||trans|fut|ind|act|g||p|v
savés|savoir|SAPERE||verb||||||||||||plur|||2||trans|pres|ind|act|g||p|v
sa|ça|HAC||adverb||||loc|||||||||||||||||g||p|v
sa|suen|SUUS||determiner||||||||poss|fem|||sing|||||||||g||p|v
scandoiles|chandoile|CANDELA||noun|||||||||fem|||plur|||||||||g||p|v
schiene|eschine|*SKINA||noun|||||||||fem|||sing|||||||||g||p|v
scoile|escole1|SCHOLA||noun|||||||||fem|||sing|||||||||g||p|v
scriture|escriture|SCRIPTURA||noun|||||||||fem|||sing|||||||||g||p|v
se_qe|ce1|HOC||pronoun|Pron|||||acc|||neut||mwes|sing||||dem|||||g||p|v
seant|sëoir|SEDERE||verb|Adj|||||||||part||||||||pres|ind||g||p|v
sebelline|sabelin|SOBOL'||noun|||||||||fem|||sing|||||||||g||p|v
secore|secorre1|SUCCURRERE||verb||||||||||inf|||||||trans|pres|ind|act|g||p|v
secorre|secorre1|SUCCURRERE||verb||||||||||inf|||||||trans|pres|ind|act|g||p|v
secors|secors|SUCCURRERE||noun||||||acc|||masc|||sing|||||||||g||p|v
segonde|secont1|SECUNDUS||adjective|||||||||fem|||sing|||||||||g||p|v
segont|secont1|SECUNDUS||adjective||||||nom|||masc|||sing|||||||||g||p|v
seignorie|seignorie|SENIOR||noun|||||||||fem|||sing|||||||||g||p|v
seignors|seignor|SENIOR||noun||||||acc|||masc|||sing|||||||||g||p|v
seignors|seignor|SENIOR||noun||||||nom|||masc|||plur|||||||||g||p|v
seignor|seignor|SENIOR||noun||||||nom|||masc|||sing|||||||||g||p|v
seignor|seignor|SENIOR||noun||||||acc|||masc|||sing|||||||||g||p|v
seint|ceindre|CINGERE||verb|compTens||||||||masc|part|mwes|sing||||||past|ind||g||p|v
sejorna|sejorner|*SUBDIURNARE||verb||||||||||||sing|||3||trans|past|ind|act|g||p|v
sejorner|sejorner|*SUBDIURNARE||verb||||||||||inf|||||||intr|pres|ind||g||p|v
sejorné|sejorner|*SUBDIURNARE||verb|compTens||||||||masc|part|mwes|sing||||||past|ind||g||p|v
selonc_ce_qe|selonc|SECUNDUS||adposition|SConj ||||||||||mwes||||||||||g||p|v
selonc|selonc|SECUNDUS||adposition|||||||||||||||||||||g||p|v
semaine|semaine|SEPTIMANA||noun|||||||||fem|||sing|||||||||g||p|v
sema|semer|SEMINARE||verb||||||||||||sing|||3||trans|past|ind|act|g||p|v
semble|sembler|SIMILARE||verb||||||||||||sing|||3||intr|pres|ind||g||p|v
semeras|semer|SEMINARE||verb||||||||||||sing|||2||trans|fut|ind|act|g||p|v
semondre|semondre|SUBMONERE||verb||||||||||inf|||||||trans|pres|ind|act|g||p|v
semos|semondre|SUBMONERE||verb|compTens||||||||masc|part|mwes|plur||||||past|ind||g||p|v
senblance|semblance|SIMILARE||noun|||||||||fem|||sing|||||||||g||p|v
senblant|semblant|SIMILARE||noun||||||acc|||masc|||sing|||||||||g||p|v
senblast|sembler|SIMILARE||verb||||||||||imp||sing|||3||intr||fin||g||p|v
senbla|sembler|SIMILARE||verb||||||||||||sing|||3||intr|past|ind||g||p|v
senbleroie|sembler|SIMILARE||verb|auxMod|||||||||cnd||sing|||3|||pres|fin||g||p|v
senble|sembler|SIMILARE||verb||||||||||||sing|||3||intr|pres|ind||g||p|v
senbloient|sembler|SIMILARE||verb||||||||||imp||plur|||3||intr||ind||g||p|v
senbloit|sembler|SIMILARE||verb||||||||||imp||sing|||3||intr||ind||g||p|v
senee|sené2|SINNO-||adjective|||||||||fem|||sing|||||||||g||p|v
sens|sens|SENSUS||noun||||||nom|||masc|||sing|||||||||g||p|v
sens|sens|SENSUS||noun||||||acc|||masc|||sing|||||||||g||p|v
senti|sentir|SENTIRE||verb|compTens||||||||masc|part|mwes|sing||||||past|ind||g||p|v
senti|sentir|SENTIRE||verb||||||||||||sing|||3||trans|past|ind|act|g||p|v
senz|sens|SENSUS||noun||||||acc|||masc|||sing|||||||||g||p|v
senz|sens|SENSUS||noun||||||nom|||masc|||sing|||||||||g||p|v
sen|sens|SENSUS||noun||||||acc|||masc|||sing|||||||||g||p|v
seoit|sëoir|SEDERE||verb||||||||||imp||sing|||3||intr||ind||g||p|v
sept|set|SEPTEM||numeral|||||||||||||card||||||||g||p|v
serai|estre1|ESSE||verb|auxPass||||||||||mwes|sing|||1|||fut|ind||g||p|v
serai|estre1|ESSE||verb||||||||||||sing|||1||intr|fut|ind||g||p|v
sera|estre1|ESSE||verb|auxPass||||||||||mwes|sing|||3|||fut|ind||g||p|v
sera|estre1|ESSE||verb|auxTens||||||||||mwes|sing|||3|||fut|ind||g||p|v
sera|estre1|ESSE||verb|auxCop|||||||||||sing|||3|||fut|ind||g||p|v
sera|estre1|ESSE||verb||||||||||||sing|||3||intr|fut|ind||g||p|v
sereors|seror|SOROS||noun|||||||||fem|||plur|||||||||g||p|v
sereor|seror|SOROR||noun|||||||||fem|||plur|||||||||g||p|v
sergant|serjant|SERVIENS||noun||||||acc|||masc|||plur|||||||||g||p|v
serins|serein|SERENUS||adjective||||||nom|||masc|||sing|||||||||g||p|v
serin|serein|SERENUS||adjective||||||nom|||masc|||sing|||||||||g||p|v
seroie|estre1|ESSE||verb|auxPass|||||||||cnd|mwes|sing|||1|||pres|fin||g||p|v
seroit|estre1|ESSE||verb|auxCop|||||||||cnd||sing|||3|||pres|fin||g||p|v
seroit|estre1|ESSE||verb|auxPass|||||||||cnd|mwes|sing|||3|||pres|fin||g||p|v
serons|estre1|ESSE||verb|auxPass||||||||||mwes|plur|||1|||fut|ind||g||p|v
seront|estre1|ESSE||verb||||||||||||plur|||3||intr|fut|ind||g||p|v
seront|estre1|ESSE||verb|auxCop|||||||||||plur|||3|||fut|ind||g||p|v
seront|estre1|ESSE||verb|auxPass||||||||||mwes|plur|||3|||fut|ind||g||p|v
serors|seror|SOROR||noun|||||||||fem|||plur|||||||||g||p|v
seroumes|estre1|ESSE||verb|auxCop|||||||||||plur|||1||intr|fut|ind||g||p|v
seroumes|estre1|ESSE||verb|auxPass|||||||||cnd|mwes|plur|||1|||pres|fin||g||p|v
serpent|serpent|SERPENS||noun||||||acc|||masc|||sing|||||||||g||p|v
serpent|serpent|SERPENS||noun||||||nom|||masc|||sing|||||||||g||p|v
serrees|serrer|SERARE||verb|Adj||||||||fem|part||plur||||||past|ind||g||p|v
serrés|serrer|SERARE||verb|Adj||||||||masc|part||plur||||||past|ind||g||p|v
servaje|servage|SERVUS||noun||||||acc|||masc|||sing|||||||||g||p|v
servie|servir|SERVIRE||verb|compPass||||||||fem|part|mwes|sing||||||past|ind||g||p|v
serviront|servir|SERVIRE||verb||||||||||||plur|||3||trans|fut|ind|act|g||p|v
servir|servir|SERVIRE||verb||||||||||inf|||||||trans|pres|ind|act|g||p|v
servise|servise|SERVITIUM||noun||||||acc|||masc|||sing|||||||||g||p|v
servis|servir|SERVIRE||verb|compTens||||||||masc|part|mwes|plur||||||past|ind||g||p|v
servi|servir|SERVIRE||verb|compPass||||||||masc|part|mwes|plur||||||past|ind||g||p|v
serés|estre1|ESSE||verb|auxPass||||||||||mwes|plur|||2|||fut|ind||g||p|v
serés|estre1|ESSE||verb|auxCop|||||||||||plur|||2|||fut|ind||g||p|v
ses|suen|SUUS||determiner||||||acc||poss|masc|||plur|||||||||g||p|v
ses|suen|SUUS||determiner||||||||poss|fem|||plur|||||||||g||p|v
ses|ce|HOC||determiner||||||||dem|fem|||plur|||||||||g||p|v
ses|ce|HOC||determiner||||||acc||dem|masc|||plur|||||||||g||p|v
ses|suen|SUUS||determiner||||||nom||poss|masc|||plur|||||||||g||p|v
set|set|SEPTEM||numeral|||||||||||||card||||||||g||p|v
set|savoir|SAPERE||verb||||||||||||sing|||3||intr|pres|ind||g||p|v
seulement|solement|SOLUS||adverb|||||||||||||||||||||g||p|v
seul|sol1|SOLUS||adjective||||||nom|||masc|||sing|||||||||g||p|v
seul|sol1|SOLUS||adjective||||||acc|||masc|||sing|||||||||g||p|v
sez|suen|SUUS||determiner||||||acc||poss|masc|||plur|||||||||g||p|v
se|soi|SE||pronoun||||||acc||||||plur|||3|prs|||||g||p|v
se|se|SI||subordinating conjunction|||||||||||||||||||||g||p|v
se|ce1|HOC||pronoun||||||nom|||neut|||sing||||dem|||||g||p|v
se|ce1|HOC||pronoun||||||acc|||neut|||sing||||dem|||||g||p|v
se|suen|SUUS||determiner||||||acc||poss|fem|||sing|||||||||g||p|v
se|soi|SE||pronoun||||||acc||||||sing|||3|prs|||||g||p|v
seüe|savoir|SAPERE||verb|compPass||||||||fem|part|mwes|sing||||||past|ind||g||p|v
seürement|sëurement|SECURUS||adverb||||man|||||||||||||||||g||p|v
seürs|sëur2|SECURUS||adjective||||||nom|||masc|||plur|||||||||g||p|v
seürtance|sëurtance|SECURUS||noun|||||||||fem|||sing|||||||||g||p|v
seürté|sëurté|SECURUS||noun|||||||||fem|||sing|||||||||g||p|v
seür|sëur2|SECURUS||adjective||||||nom|||masc|||sing|||||||||g||p|v
seüsent|savoir|SAPERE||verb||||||||||imp||plur|||3||trans||fin|act|g||p|v
seüssent|savoir|SAPERE||verb||||||||||imp||plur|||3||intr||fin||g||p|v
seüst|savoir|SAPERE||verb|auxMod|||||||||imp||sing|||3||||fin||g||p|v
seü|savoir|SAPERE||verb|compTens||||||||masc|part|mwes|sing||||||past|ind||g||p|v
si_come|si|SIC||adverb|SConj ||||||||||mwes||||||||||g||p|v
si_com|si|SIC||adverb|SConj ||||||||||mwes||||||||||g||p|v
siche|Siche|||propernoun|||||||||||||||||||||g||p|v
siege|siege|SEDICARE||noun||||||acc|||masc|||sing|||||||||g||p|v
siegne|siege|SEDICARE||noun||||||acc|||masc|||sing|||||||||g||p|v
siegue|siege|SEDICARE||noun||||||nom|||masc|||sing|||||||||g||p|v
siens|suen|SUUS||pronoun||||||acc|||masc|||plur||||poss|||||g||p|v
siens|suen|SUUS||determiner||||||nom||poss|masc|||plur|||||||||g||p|v
sien|suen|SUUS||determiner||||||||poss|fem|||sing|||||||||g||p|v
sien|suen|SUUS||determiner||||||acc||poss|masc|||sing|||||||||g||p|v
sierges|cierge2|CEREUS||noun||||||acc|||masc|||plur|||||||||g||p|v
siglerent|sigler|CINGLER2||verb||||||||||||plur|||3||intr|past|ind||g||p|v
sigler|sigler|CINGLER2||verb||||||||||inf|||||||intr|pres|ind||g||p|v
siglés|sigler|CINGLER2||verb|compTens||||||||masc|part|mwes|sing||||||past|ind||g||p|v
signe|signe1|SIGNUM||noun||||||acc|||masc|||sing|||||||||g||p|v
simple|simple|SIMPLEX||adjective|||||||||fem|||sing|||||||||g||p|v
sinple|simple|SIMPLEX||adjective|||||||||fem|||sing|||||||||g||p|v
sire|seignor|SENIOR||noun||||||nom|||masc|||sing|||||||||g||p|v
sis|sis2|SEX||numeral|||||||||||||card||||||||g||p|v
sivre|sivre|SEQUI||verb||||||||||inf|||||||trans|pres|ind|act|g||p|v
si|soi|SE||pronoun||||||acc||||||plur|||3|prs|||||g||p|v
si|ici|HIC||adverb||||loc|||||||||||||||||g||p|v
si|ce1|HOC||pronoun||||||acc|||neut|||sing||||dem|||||g||p|v
si|si|SIC||adverb|||||||||||||||||||||g||p|v
soef|söef|SUAVIS||adjective||||||acc|||masc|||sing|||||||||g||p|v
soef|söef|SUAVIS||adjective|Adv||||||||masc|||sing|||||||||g||p|v
soef|söef|SUAVIS||adjective||||||nom|||masc|||sing|||||||||g||p|v
soef|söef|SUAVIS||adjective|||||||||fem|||sing|||||||||g||p|v
soe|suen|SUUS||determiner||||||||poss|fem|||sing|||||||||g||p|v
soient|estre1|ESSE||verb|auxPass|||||||||sub|mwes|plur|||3|||pres|fin||g||p|v
soient|estre1|ESSE||verb|auxCop|||||||||sub||plur|||3|||pres|fin||g||p|v
soient|estre1|ESSE||verb||||||||||sub||plur|||3||intr|pres|fin||g||p|v
soies|estre1|ESSE||verb|auxPass|||||||||sub|mwes|sing|||2|||pres|fin||g||p|v
soie|estre1|ESSE||verb|auxPass|||||||||sub|mwes|sing|||1|||pres|fin||g||p|v
soie|soie3|SAETA||noun|||||||||fem|||sing|||||||||g||p|v
soignantaje|soignantage|*SUNNI||noun||||||acc|||masc|||sing|||||||||g||p|v
soir|soir|SERO||noun||||||nom|||masc|||sing|||||||||g||p|v
soit|estre1|ESSE||verb|auxTens|||||||||sub|mwes|sing|||3|||pres|fin||g||p|v
soit|estre1|ESSE||verb|auxPass|||||||||sub|mwes|sing|||3|||pres|fin||g||p|v
soit|estre1| ESSE||verb|auxCop|||||||||sub||sing|||3|||pres|fin||g||p|v
soit|estre1|ESSE||verb||||||||||sub||sing|||3||intr|pres|fin||g||p|v
soi|soi1|SE||pronoun||||||acc|||||||||3|prs|||||g||p|v
soiés|estre1|ESSE||verb|auxCop|||||||||sub||plur|||2|||pres|fin||g||p|v
soiés|estre1|ESSE||verb|auxPass|||||||||sub|mwes|plur|||2|||pres|fin||g||p|v
sojorner|sejorner|*SUBDIURNARE||verb||||||||||inf|||||||intr|pres|ind||g||p|v
soleil|soleil|SOL||noun||||||nom|||masc|||sing|||||||||g||p|v
soleil|soleil|SOL||noun||||||acc|||masc|||sing|||||||||g||p|v
soleva|soslever|LEVARE||verb||||||||||||sing|||3||trans|past|ind|act|g||p|v
somet|somet|SUMMUS||noun||||||acc|||masc|||sing|||||||||g||p|v
sonerent|soner|SONARE||verb||||||||||||plur|||3||trans|past|ind|act|g||p|v
songnantage|soignantage|*SUNNI||noun||||||acc|||masc|||sing|||||||||g||p|v
songnantaje|soignantage|*SUNNI||noun||||||acc|||masc|||sing|||||||||g||p|v
sons|suen|SUUS||determiner||||||nom||poss|masc|||sing|||||||||g||p|v
sons|son3|SONUS||noun||||||acc|||masc|||sing|||||||||g||p|v
sont|estre1|ESSE||verb|auxCop|||||||||||plur|||3|||pres|ind||g||p|v
sont|estre1|ESSE||verb|auxPass||||||||||mwes|plur|||3|||pres|ind||g||p|v
sont|estre1|ESSE||verb|auxTens||||||||||mwes|plur|||3|||pres|ind||g||p|v
sont|estre1|ESSE||verb||||||||||||plur|||3||intr|pres|ind||g||p|v
son|suen|SUUS||determiner||||||acc||poss|masc|||sing|||||||||g||p|v
son|suen|SUUS||determiner||||||acc||poss|masc|||plur|||||||||g||p|v
son|son3|SONUS||noun||||||acc|||masc|||sing|||||||||g||p|v
son|suen|SUUS||determiner||||||nom||poss|masc|||sing|||||||||g||p|v
sor_la|sor2|SUPER||adposition|||prepart||||||||||||||||||g||p|v
sor_le|sor2|SUPER||adposition|||prepart||||||||||||||||||g||p|v
sordra|sordre|SURGERE||verb||||||||||||sing|||3||intr|fut|ind||g||p|v
sorent|savoir|SAPERE||verb|auxMod|||||||||||plur|||3|||past|ind||g||p|v
sorire|sorire|SUBRIDERE||verb||||||||||inf|||||||intr|pres|ind||g||p|v
sormonter|sormonter|*MONTARE||verb||||||||||inf|||||||trans|pres|ind|act|g||p|v
sors|sort2|SORS||noun|||||||||fem|||plur|||||||||g||p|v
sors|sor2|SUPER||adposition|||||||||||||||||||||g||p|v
sor|sor2|SUPER||adposition|||||||||||||||||||||g||p|v
sot|savoir|SAPERE||verb||||||||||||sing|||3||intr|past|ind||g||p|v
sot|savoir|SAPERE||verb||||||||||||sing|||3||trans|past|ind|act|g||p|v
soudainement|sodain|SUBITANEUS||adverb||||tim|||||||||||||||||g||p|v
soufert|sofrir|SUFFERRE||verb|compTens||||||||masc|part|mwes|sing||||||past|ind||g||p|v
soufre|sofrir|SUFFERRE||verb||||||||||||sing|||3||intr|pres|ind||g||p|v
soufrir|sofrir|SUFFERRE||verb||||||||||inf|||||||trans|pres|ind|act|g||p|v
soufrist|sofrir|SUFFERRE||verb||||||||||||sing|||3||intr|past|ind||g||p|v
soufri|sofrir|SUFFERRE||verb||||||||||||sing|||3||intr|past|ind||g||p|v
soufroit|sofrir|SUFFERRE||verb||||||||||imp||sing|||3||trans||ind|act|g||p|v
soulacerent|solacier|SOLACIUM||verb||||||||||||plur|||3|||past|ind|rfl|g||p|v
soulas|solaz|SOLACIUM||noun||||||acc|||masc|||sing|||||||||g||p|v
soulaz|solaz|SOLACIUM||noun||||||acc|||masc|||sing|||||||||g||p|v
soulement|solement|SOLUS||adverb|||||||||||||||||||||g||p|v
soumes|estre1|ESSE||verb|auxTens||||||||||mwes|plur|||1|||pres|ind||g||p|v
soumes|estre1|ESSE||verb|auxPass||||||||||mwes|plur|||1|||pres|ind||g||p|v
soumes|estre1|ESSE||verb|auxCop|||||||||||plur|||1|||pres|ind||g||p|v
soumes|estre1|ESSE||verb||||||||||||plur|||1||intr|pres|ind||g||p|v
souner|soner|SONARE||verb||||||||||inf|||||||trans|pres|ind|act|g||p|v
souper|soper|*SUPPA||verb||||||||||inf|||||||intr|pres|ind||g||p|v
soupé|soper|*SUPPA||verb|compTens||||||||masc|part|mwes|sing||||||past|ind||g||p|v
souspira|sospirer|SUSPIRARE||verb||||||||||||sing|||3||intr|past|ind||g||p|v
soutiliment|sotilment|SUBTILIS||adverb||||man|||||||||||||||||g||p|v
soutilité|subtilité|SUBTILIS||noun|||||||||fem|||sing|||||||||g||p|v
soutilment|sotilment|SUBTILIS||adverb||||man|||||||||||||||||g||p|v
sovent|sovent|SUBINDE||adverb|||||||||||||||||||||g||p|v
soverain|soverain|*SUPERANUS||adjective||||||acc|||masc|||sing|||||||||g||p|v
sovoit|savoir|SAPERE||verb||||||||||imp||sing|||3||trans||ind|act|g||p|v
soëf|söef|SUAVIS||adjective|||||||||fem|||sing|||||||||g||p|v
soëf|söef|SUAVIS||adjective||||||nom|||masc|||sing|||||||||g||p|v
soës|söef|SUAVIS||adjective|||||||||fem|||sing|||||||||g||p|v
soë|sien|SUUS||determiner||||||||poss|fem|||sing|||||||||g||p|v
soïés|estre1|ESSE||verb|auxCop|||||||||sub||plur|||2|||pres|fin||g||p|v
spee|espee|SPATHA||noun|||||||||fem|||sing|||||||||g||p|v
stoire|estoire1|HISTORIA||noun|||||||||fem|||sing|||||||||g||p|v
strange|estrange|EXTRANEUS||adjective||||||acc|||masc|||sing|||||||||g||p|v
subesion|subjectïon|SUBJECTIO||noun|||||||||fem|||sing|||||||||g||p|v
sui|estre1|ESSE||verb|auxCop|||||||||||sing|||1|||pres|ind||g||p|v
sui|estre1|ESSE||verb|auxTens||||||||||mwes|sing|||1|||pres|ind||g||p|v
sui|estre1|ESSE||verb|auxPass||||||||||mwes|sing|||1|||pres|ind||g||p|v
sui|estre1|ESSE||verb||||||||||||sing|||1||intr|pres|ind||g||p|v
sula|sor2|SUPER||adposition|||prepart||||||||||||||||||g||p|v
sunt|estre1|ESSE||verb|auxTens||||||||||mwes|plur|||3|||pres|ind||g||p|v
suor|seror|SOROR||noun|||||||||fem|||plur|||||||||g||p|v
suor|seror|SOROR||noun|||||||||fem|||sing|||||||||g||p|v
sus|sus|SURSUM||adverb||||loc|||||||||||||||||g||p|v
s’|soi|SE||pronoun||||||acc||||||plur|||3|prs|||||g||p|v
s’|suen|SUUS||determiner||||||||poss|fem|||sing|||||||||g||p|v
s’|se|SI||subordinating conjunction|||||||||||||||||||||g||p|v
s’|soi|SE||pronoun||||||acc||||||sing|||3|prs|||||g||p|v
tables|table|TABULA||noun|||||||||fem|||plur|||||||||g||p|v
table|table|TABULA||noun|||||||||fem|||sing|||||||||g||p|v
taillee|taillier1|TALIARE||verb|compPass||||||||fem|part|mwes|sing||||||past|ind||g||p|v
taillés|taillier1|TALIARE||verb|Adj||||||||masc|part||plur||||||past|ind||g||p|v
taisant|taire|TACERE||verb||||||||||part|||||||intr|pres|ind||g||p|v
talemon|Talemon|||propernoun||||||acc|||masc|||sing|||||||||g||p|v
talemon|Talemon|||propernoun||||||nom|||masc|||sing|||||||||g||p|v
talent|talent|TALENTUM||noun||||||acc|||masc|||sing|||||||||g||p|v
tan_tost|tantost|TANTUS||adverb||||tim|||||||||||||||||g||p|v
tant_com|tant|TANTUS||adverb|Adv||||||||||mwes||||||||||g||p|v
tant_de|tant|TANTUS||adverb|Adv||||||||||mwes||||||||||g||p|v
tant_qe|tant|TANTUS||adverb|SConj ||||||||||mwes||||||||||g||p|v
tant_qi|tant|TANTUS||adverb|SConj ||||||||||mwes||||||||||g||p|v
tant_qu’|tant|TANTUS||adverb|SConj ||||||||||mwes||||||||||g||p|v
tant_q’|tant|TANTUS||adverb|SConj ||||||||||mwes||||||||||g||p|v
tant_seulement|solement|SOLUS||adverb|Adj||||||||||mwes||||||||||g||p|v
tantes|tant|TANTUS||determiner||||||||ind|fem|||plur|||||||||g||p|v
tantost_q’|tantost|TOSTUS||adverb|SConj ||||||||||||||||||||g||p|v
tantost|tantost|TOSTUS||adverb|||||||||||||||||||||g||p|v
tantos|tantost|TOSTUS||adverb||||tim|||||||||||||||||g||p|v
tant|tant|TANTUS||adverb|||||||||||||||||||||g||p|v
tan|tant|TANTUS||adverb|||||||||||||||||||||g||p|v
tapit|tapiz|TAPETION||noun||||||acc|||masc|||sing|||||||||g||p|v
targier|targier2|*TARDICARE||verb||||||||||inf|||||||intr|pres|ind||g||p|v
tart|tart|TARDUS||adjective||||||nom|||neut|||sing|||||||||g||p|v
tart|tart|TARDUS||adverb||||tim|||||||||||||||||g||p|v
ta|ton4|TUUS||determiner||||||||poss|fem|||sing|||||||||g||p|v
tele|tel|TALIS||determiner||||||||ind|fem|||sing|||||||||g||p|v
tels|tel|TALIS||determiner||||||acc||ind|masc|||plur|||||||||g||p|v
tels|tel|TALIS||pronoun|||||||||fem|||plur||||ind|||||g||p|v
